WORD_ID,GAELIC,ENGLISH,OTHER,NON_NATIVE,INFO,AUDIO,LATIN,GAELIC_WORD_GENDER,PLURALS,WORD_CATEGORY
631,sìolta bhreac,smew,sìoltan breac <em>m</em>,,,siolta bhreac.mp3,Mergellus albellus,F,"sìoltaidhean breaca, sìoltain bhreaca",4
632,sìolta dhearg,red-breasted merganser,,,,siolta dhearg.mp3,Mergus serrator,F,sìoltaidhean dearga,4
633,sionnach,fox,"madadh ruadh <em>m</em>, gille-màrtainn <em>m</em>",,,"madadh-ruadh.mp3, sionach.mp3",Vulpes vulpes,M,"sionnaich, madaidh-ruadha, gillean-màrtainn",9
635,talamh fliuch,wetland,sliabh <em>m</em> (Tiree),,,,,M,"talamhan fliucha, slèibhtean",5
636,smeòrach,song thrush,,,,smeorach.mp3,Turdus philomelos,F,smeòraichean,4
637,smeòrach an t-sneachda,redwing,"deargan-sneachda <em>m</em>, sgiath dhearg <em>m</em>",,The Gaelic means 'thrush of the snow'.,smeorach an t-sneachda.mp3,Turdus iliacus,F,"smeòraichean an t-sneachda, dearaganan-sneachda, sgiath dhearganan",4
638,smeòrach ghlas,mistle thrush,smeòrach mhòr <em>f</em>,,,"smeorach ghlas.mp3, smeorach mhor.mp3",Turdus viscivorus,F,"smeòraichean glasa, smeòraichean mòra",4
639,smutag,coal tit,cailleachag cheann dubh <em>f</em>,,Smutag means short snouted or billed.,smutag.mp3,Periparus ater,F,"smutagan, cailleachagan ceann dubh",4
640,snagan-daraich,greater spotted woodpecker,snagair-daraich <em>m</em>,,The Gaelic means 'little creeping one of oak'.,snagair-daraich.mp3,Dendrocopos major,M,"snaganan-daraich, snagairean-daraich",4
641,snagan-allt,water rail,gearradh dubh nan allt <em>m</em>,,The Gaelic means 'little creeping one of burns'.,snagan allt.mp3,Rallus aquaticus,M,"snaganan allt, gearraidhean dubha nan allt",4
645,sòbhrach,primrose,sòbhrag <em>f</em>,,,sobhrach.mp3,Primula vulgaris,F,"sòbhraichean, sòbhragan",8
649,speireag,sparrowhawk,,,,speireag.mp3,Accipiter nisus,F,speireagan,4
650,eigh-shruth,glacier,abhainn-deighe <em>f</em>,,,,,F,"eigh-shruthan, aibhnichean-deighe",
652,ceilp,kelp,,,,,Laminaria spp.,F,ceilpean,
653,steàrnan mòr,sandwich tern,steàrnag mhòr <em>f</em>,,,,Sterna sandvicensis,M,"steàrnanan mòra, steàrnagan mòra",4
654,steàrnan beag,little tern,,,,,Sternula albifrons,M,steàrnanan beaga,4
655,steàrnan,arctic tern,"steàrnal <em>m</em>, steàrnag <em>f</em>",,,stearnan.mp3,Sterna paradisaea,M,"steàrnanan, steàrnalan mòra, steàrnagan",4
657,Stiùireadh Riaghladh Àrainn an Traoin,Guide to Habitat Management for Corncrakes,,,,,,M,,
658,dealan-dè buidhe na seamraig,clouded yellow butterfly,,,The yellow butterfly of the clover. Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Colias croceus,M,dealanan-dè buidhe na seamraig,12
659,sùlaire,gannet,eun bàn an sgadain <em>m</em>,,"The young of the gannet, the 'guga' is still hunted and eaten in Lewis. ","sulaire.mp3, sulairean.mp3",Morus bassanus,M,"sùlairean, eòin bhàn an sgadain",4
661,sùmainn,swell (of the sea),ataireachd <em>f</em>,,,sumainn.mp3,,F,,5
664,taghan,pine marten,,,,taghan.mp3,Martes martes,M,taghain,9
665,feòcallan,polecat,taghan <em>m</em>,,,taghan.mp3,Mustela putorius,M,"feòcallain, taghanan",
666,seasmhach,sustainable,,,,seasmhach.mp3,,,,
667,tarbh-nathrach,dragonfly,,,,tarbh nathrach.mp3,Odonata (Order) spp.,M,tairbh-nathrach,12
668,tàrmachan,ptarmigan,,,,tarmachan.mp3,Lagopus mutus,M,tàrmachanan,4
670,tèarmann bith-chruinne,biosphere reserve,,,,tearmann bith-chruinne.mp3,,,,
671,tèarmann eòin,bird reserve,,,,tearmann eoin.mp3,,,,4
672,Tèarmann Nàdair Nàiseanta,National Nature Reserve (NNR),,,,tearmann nadair naiseanta.mp3,,M,Tèarmainn Nàdair Nàiseanta,2
675,dùthchail,rural,tìreil,,,,,,,
677,toranach,grub,,,,toranach.mp3,,M,toranaich,
678,truailleadh,pollution,salachadh <em>m</em>,,,"salachadh.mp3, truaillachd.mp3",,M,,
679,lach bhreac,mallard,"tunnag fhiadhaich <em>f</em>, lach riabhach <em>f</em>",,,lach bhreac.mp3,Anas platyrhynchos,F,"lachan breaca, tunnagan fiadhaich, lachan riabhach",4
680,lach fhiacailleach,goosander,Sìolta bheag <em>f</em>,,The Gaelic means 'toothed duck' because of the saw-edge bill.,tunnag-fhaiceallach.mp3,Mergus merganser,F,lachan-fiacailleach,4
682,dealan-dè mòr geal,large white butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Pieris brassicae ,M,dealanan-dè mhòra gheala,12
683,uath,hawthorn-tree,,,,uath.mp3,,,,
684,Ùghdarras Ionadail,Local Authority,,,,ughdarras ionadail.mp3,,M,Ùghdarrasan Ionadail,2
687,uinnseann,ash,,,Older name 'nuin' stands for letter 'n' in Gaelic alphabet.,uinnseann.mp3,Fraxinus excelsior,M,uinnseinn,3
688,uiseag,skylark,reubhag <em>f</em>,,,uiseag.mp3,Alauda arvensis,F,"uiseagan, reubhagan",4
689,glaisean,sedge warbler,ceileiriche-seisg <em>m</em>,,,glaisean.mp3,Acrocephalus schoenobaenus,M,"glaiseanan, ceileirichean-seisge",4
690,Urras Dualchais Eilean Eige,Eigg Heritage Trust,,,,,,M,,2
692,Urras Nàiseanta na h-Alba,National Trust for Scotland,,,,urras naiseanta na h-alba.mp3,,M,,2
693,dealan-dè beag geal,small white butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Pieris rapae,M,dealanan-dè bheaga gheala,12
695,nàdar,nature,,,,nàdar.mp3,,M,,
696,Alba,Scotland,,,,alba.mp3,,F,,
697,Albannach,Scottish,,,,Albannach.mp3,,,,
698,Dualchas Nàdair na h-Alba,Scottish Natural Heritage (SNH),,,,dualchas nadair na h-alba.mp3,,M,,2
699,bròg na cuthaige,bluebell / harebell,fuath-mhuc,,Fuath-mhuc literally means 'hated by pigs'. ,brog na chuthaig.mp3 fuath-mhuc.mp3,Campanula rotundifolia,F,"brògan na cuthaige, fuathan-mhuc",
700,dealan-dè flùr na cuthaige,orange tip butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Anthocharis cardamines,M,dealanan-dè flùr na cuthaige,12
701,bàirneach,limpet,,,,bairneach.mp3,,F,bàirnich,
702,seabhag-oidhche,hawk owl,seabhag-fheasgair <em>f</em>,,,seabhag-oidhche.mp3,Surnia ulula,F,"seabhagan-oidhche, seabhagan-feasgair",4
703,cù-fionna,hawk-moth,seabhag-lèomann,,,seabhag-leomann.mp3,Sphingidae (Family) spp.,,,12
704,gobach,hawfinch,glaisean gobach <em>m</em>,,,gobach.mp3,Coccothraustes coccothraustes,M,"gobachan, glaiseanan gobach",4
705,riabhag,hedge-sparrow,"gealbhonn-gàraidh <em>m</em>, donnag <em>f</em>",,,riabhag.mp3,Prunella modularis,F,"riabhagan, gealbhonnan-gàraidh, donnagan",4
706,iteodha,hemlock,,,Can be masculine or feminine. ,,Conium maculatum,,,
707,cumhachd ath-nuadhachail,renewable power, 'cumhachd so-ùrachaidh,,,,,F,,
710,riabhag-choille,tree pipit,snàthag-chraoibh <em>f</em>,,,riabhag-choille.mp3 snathag-chraoibh.mp3,Anthus trivialis,F,"riabhagan-coille, snàthagan-craoibh",4
711,craobh,tree,,,,craobh.mp3,,F,craobhan ,3
712,dealan-dè nan oirean neamhnaideach,pearl-bordered fritillary butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,dealan dè nan oirean neamhnaideach.mp3,Boloria euphrosyne,M,dealanan-dè nan oirean neamhnaideach,12
713,ceapan-cèire,waxcap,,,,,Hygrophoraceae (Family) spp.,M,ceapanan-cèire,6
714,dealan-dè roinne stiallach uaine,green hairstreak butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Callophrys rubi,M,dealanan-dè roinne stiallach uaine,12
716,mamail,mammal,,,,mamail.mp3,,M,mamailean,9
717,torc fiadhaich,wild boar,torc nimhe <em>m</em>,,,torc fhiadhaich.mp3,Sus scrofa,M,"tuirc fhiadhaich, tuirc nimhe",9
718,luibheanach,botanic,,,,luibheach.mp3,,,,
719,luibheach,botanical,,,,luibheach.mp3,,,,
720,luibh-eòlaiche,botanist,"lus-eòlaiche <em>m</em>, luibheadair <em>m</em>",,,"luibheadair.mp3, luibh-eolaiche.mp3",,M,"luibh-eòlaichean, lus-eòlaichean, luibheadairean",
721,lus nan coinnlean gorma,hyacinth,,,,lus nan coinnlean gorma.mp3,Hyacinthoides non-scripta,M,lusan nan coinnlean gorma,8
723,gas,stem (of a flower),cas <em>f</em>,,,cas.mp3,,F,"gasan, casan",
724,duilleag,leaf,,,,duilleag.mp3,,F,duilleagan,
726,flùr-bhileag,petal,,,,flur-bhileag.mp3,,M,flùr-bhileagan,8
728,callaid,hedgerow,,,"Also a hedge, as well as a hedgerow.",callaid.mp3,,F,callaidean,
733,fàileadh,smell,boladh <em>m</em>,,,faileadh.mp3,,M,"fàilidhean, bolaidhean",
734,buidhe,yellow (colour),,,,,,,,
735,dealan-dè roinne stiallach corcarach,purple hairstreak butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Neozephyrus quercus,M,dealanan-dè roinne stiallach corcarach,12
736,bodach nan claigeann,yellow-rattle,"bainne nan Luch <em>m</em>, modhalan buidhe <em>m</em>",,,bodach nan claigeann.mp3,Rhinanthus minor,,,8
737,muir-thìreach,amphibian,,,The Gaelic name means 'sea and land dwellers'.,muir thireach.mp3,Amphibia (Class) spp.,M,muir-thìrich,11
739,creachadair,predator,,,,creachadair.mp3,,M,creachadairean,
741,puinnseanta,poisonous,,,,puinnseanta.mp3,,,,
742,puinnsean,poison,,,,puinnsean.mp3,,M,puinnseanan,
743,cadal a' gheamhraidh,hibernation,,,,cadal a gheamhraidh.mp3,,M,,
744,larbha,larvae,,,,larbha.mp3,,F,larbhathan,
745,craiceann,skin,,,,craiceann.mp3,,M,craiceannan,
746,oidhcheach,nocturnal,,,,oidhcheadh.mp3,,,,
747,òigheag bhrèagha,beautiful demoiselle damselfly,,,Its Gaelic name means 'the beautiful small young one'.,oigheag bhreagha.mp3,Calopteryx virgo,F,òigheagan brèagha,12
748,òigheag ghleansach,banded demoiselle damselfly,,,The Gaelic name means 'the shiny small young  girl'.,oigheag ghleansach.mp3,Calopteryx splendens,F,òigheagan gleansach,12
749,cruinneag uaine,emerald damselfly,,,,cruinneag uaine.mp3,Lestes sponsa,F,cruinneagan uaine,
750,cruinneag dhearg,large red damselfly,,,,cruinneag dhearg.mp3,Pyrrhosoma nymphula,F,cruinneagan dearga,12
751,cruinneag a' chinn a Tuath,northern damselfly,,,,Cruinneag a chinn a Tuath.mp3,Coenagrion hastulatum,F,cruinneagan a' chinn a Tuath,12
752,cruinneag liath,azure damselfly,,,,cruinneag liath.mp3,Coenagrion puella,F,cruinneagan liatha,12
753,cruinneag chaochlaideach,variable damselfly,,damselfly,,cruinneag chaochlaideach.mp3,Coenagrion pulchellum,F,cruinneagan caochlaideach,12
754,cruinneag chumanta,common blue damselfly,,,,cruinneag chumanta.mp3,Enallagma cyathigerum,F,cruinneagan cumanta,12
755,cruinneag ghrinn,blue-tailed damselfly,,,,cruinneag ghrinn.mp3,Ischnura elegans,F,cruinneagan grinn,12
757,tarbh-nathrach liath,azure hawker dragonfly,,,,,Aeshna caerulea,M,tairbh-nathrach liatha,12
758,tarbh-nathrach nan cuilcean,common hawker dragonfly,,,The Gaelic names means 'dragonfly of the rushes',tarbh nathrach nan cuilcean.mp3,Aeshna juncea,M,tairbh-nathrach nan cuilcean,12
759,tarbh-nathrach ballach,migrant hawker dragonfly,,,,tarbh nathrach ballach.mp3,Aeshna mixta,M,tairbh-nathrach bhallach,12
760,tarbh-nathrach a' Chinn a Deas,Southern hawker dragonfly,,,,tarbh natharach a chinne deas.mp3,Aeshna cyanea,M,,12
761,tarbh-nathrach ruadh,brown hawker dragonfly,,,,tarbh nathrach ruadh.mp3,Aeshna grandis,M,tairbh-nathrach ruadha,12
762,tarbh-nathrach ìmpireil ,emperor dragonfly,,,,tarbh nathrach impireil.mp3,Anax imperator,M,tairbh-nathrach ìmpireil,12
763,tarbh-nathrach dìollaideach,vagrant emperor dragonfly,,,,tarbh nathrach diollaideach.mp3,Hemianax ephippiger,M,tairbh-nathrach dhìollaideach,12
764,tarbh-nathrach gaoisideach,hairy dragonfly,,,,tarbh nathrach gaoisideach.mp3,Brachytron pratense,M,tairbh-nathrach ghaoisideach,12
765,tarbh-nathrach òrfhàinneach,golden-ringed dragonfly,,,,tarbh natharach orfhainneach.mp3,Cordulegaster boltonii,M,tairbh-nathrach òrthàinneach,12
766,smàrag umha-dhathte,downy emerald dragonfly,,,,,Cordulia aenea,F,smàragan umha-dhàthte,12
767,smàrag ghleansach,brilliant emerald dragonfly,,,The Gaelic name means 'the shiny emerald'.,smarag ghleansach.mp3,Somatochlora metallica,F,smàragan gleansach,12
768,smàrag na mòintich,northern emerald dragonfly,,,,smarag na mointich.mp3,Somatochlora arctica,F,smàragan na mòintich,12
769,ruagaire ceithir-bhallach,four-spotted chaser dragonfly,,,Gaelic name means 'chaser with four spots'.,ruagaire ceithir-bhallach.mp3,Libellula quadrimaculata,M,ruagairean ceithir-bhallach,12
770,ruagaire leathann,broad-bodied chaser dragonfly,,,,ruagaire leathann.mp3,Libellula depressa,M,ruagairean leathann,12
771,tarbh-nathrach uachdarair dìreach ,keeled skimmer dragonfly,,,,,Orthetrum coerulescens,M,tairbh-nathrach uachdarair dìreach,12
772,tarbh-nathrach gathair cumanta ,common/ Highland darter dragonfly,,,,,Sympetrum nigrescens,M,tairbh-nathrach ghathair chumanta,12
773,tarbh-nathrach gathair dearg-fhèitheach,red-veined darter dragonfly,,,,,Sympetrum fonscolombii,M,tairbh-nathrach ghathair dhearg-fhèitheach,12
774,craobh-ubhail,apple tree,,,,,Malus pumila,F,,3
775,balgan-buachair,mushroom,,,,,Agaricus arvensis,M,balgain-bhuachair,6
777,bìobhair,beaver,dobhar-chù <em>m</em>,,Dobhar-chù means 'water dog'.,biobhair.mp3,Castor fiber,M,"bìobhairean, dobhar-choin",9
778,dealan-dè na gairlich callaide ,green-veined white butterfly,dealan-dè na ceusadairean <em>m</em>,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Pieris napi,M,"dealanan-dè na gairlich callaide, dealain-dè nan ceusadairean",12
779,feusgan neamhnaid fìor-uisge,freshwater pearl mussel,"an t-slige mhadaidh <em>f</em>, madadh-uisge <em>m</em>",,,,Margaritifera (Margaritifera) margaritifera,M,"feusgain neamhnaid fìor-uisge, sligean madaidh, madaidhean-uisge",12
780,streupach,treecreeper,snàgair,,,snaigear.mp3,Certhia familiaris,M,"streupaich, snàgairean",4
781,magairlean beag nan dealan,lesser butterfly orchid,,,,magairlean-beag nan dealan.mp3,Platanthera bifolia,M,,8
782,seileach-olach,woolly willow,,,,seileach ollach.mp3,Salix lanata,M,seilich olach,8
783,mion-luibh Shealain Nuaidh,New Zealand pygmyweed,,non-native,,,Crassula helmsii,F,,8
784,luibh uèireach,wireweed (non-native),,non-native,,,Sargassum muticum,F,,
785,madadh-allaidh,wolf,,,,madaidh allaidh.mp3,Canis lupus,M,madaidhean-allaidh,9
786,seillean-mòr buidhe,great yellow bumblebee,,,,seillean mor buidhe.mp3,Bombus distinguendus,M,seilleanan-mòra buidhe,12
787,sùbh-craoibh,raspberry,sùbhag <em>f</em>,,,subh-craobhan.mp3,Rubus idaeus,M,"sùbhan-craoibhe, sùbhagan",8
788,poilean,pollen,,,,poilean.mp3,,M,,
789,neachtar,nectar,,,,neachtar.mp3,,M,,
792,blàth an t-seilich,willow catkins,cluigean-seilich <em>m</em>,,,blath an t-seilich.mp3,Salix spp.,M,"blàthan an t-seilich, cluigeanan-seilich",
793,deanntag bhàn,white deadnettle,teanga mhìn <em>f</em>,,,feanntag bhan.mp3,Lamium album,F,"deanntagan bàna, teangan mìne",8
794,seamrag dhearg,red clover,seamrag-chapaill <em>f</em>,,,seamrag dhearg.mp3,Trifolium pratense,F,"seamragan dearga, seamragan-capaill",8
795,fiatghal,vetch,,,,,Vicia spp.,M,fiatghail,8
796,cnapan dubh,knapweed,,,,cnapan dubh.mp3,Centaurea spp.,M,cnapain dubha,
797,eòrna,barley,,,,eorna.mp3,Hordeum valgare,M,,
798,seillean càrdair na còinnich,moss carder bee,,,'Carder' refers to their nest building.,,Bombus muscorum,M,seilleanan càrdair na còinnich,12
799,Achd Glèidhteachais,Conservation Act,,,,,,F,,
800,Achd Fiadh-bheatha agus Dùthcha,Wildlife and Countryside Act,,,,achd fiadh-bheatha 's duthcha.mp3,,F,,
801,Achd Glèidhteachais Nàdair,Nature Conservation Act,,,,achd gleidhteachas nadair.mp3,,F,,
802,luachair coille,great woodrush,,,,luachair coille.mp3,Luzula sylvatica,F,luachairean coille,8
803,gorman beag,small blue butterfly,,,,,Cupido minimus,M,gormain bheaga,
804,dearc,blaeberry,dearcag,,the heather berry,,Vaccinium myrtillus,F,"dearcan, dearcagan",
805,raineach chruaidh,hard-fern,,,More info on our Ferns and their Allies project - gaelic.snh.gov.uk/foillseachaidhean/goireasan,raineach chruaidh.mp3,Blechnum spicant,F,,8
806,fungas crochte,bracket fungus,,,,fungas crochte.mp3,Basidiomycota (Phylum) spp.,M,fungasan crochte,6
807,searragaich,lesser celandine,,,,searagaich.mp3,Ranunculus ficaria,F,searragaichean,8
809,dail-chuach lèana,marsh violet,,,,dail-chuach leana.mp3,Viola palustris,M,dail-chuachan lèana,
813,dealan-dè,butterfly,"dearbadan-dè <em>m</em>, tarmachan-dè <em>m</em>",,Means 'God's fire'. Plural of dealan-dè can be dealanan-dè or dealain-dè.,dealan de.mp3,Lepidoptera (Order) spp.,M,"dealanan-dè / dealain-dè, dearbadain-dè, tarmachain-dè",12
814,gorman,common blue butterfly,,,,,Polyommatus icarus,M,gormain  ,
815,dealan-dè na cuilinn,holly blue butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Celastrina argiolus,M,dealanan-dè na cuilinn,12
816,dealan-dè na cluaran,painted lady butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Vanessa cardui,M,dealanan-dè na cluaran,12
817,dealan-dè na deanntaig beag,small tortoiseshell butterfly,dealan-dè na feanntaig beag,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Aglais urticae,M,dealanan-dè na deanntaig bheaga,12
818,nàdarra,natural,,,,nadarrach.mp3,,,,
822,trìlleachan glas,sandpiper,,,,,Scolopacidae (Family) spp.,M,trìlleachain ghlasa,4
823,coileach-peucaig (masc),peacock,peucag <em>f</em>,non-native,,,Pavo cristatus,M,"coilich-pheucaig, peucagan",
824,dealan-dè na cromaig geal,comma butterfly,,,Means butterfly with the white comma. Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Polygonia c-album,M,dealanan-dè na cromaig gheala,12
825,dealbhan breac na coille,speckled wood butterfly,,,,,Pararge aegeria,M,dealbhanan breaca na coille,
826,dealan-dè nan oirean-neamhnaid beag,small pearl-bordered fritillary butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Boloria selene,M,dealanan-dè nan-oirean neamhnaid bheaga,12
827,dealan-dè dorch-uaine,dark green fritillary butterfly,,,The Gaelic name means 'the dark green butterfly'. Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Argynnis aglaja,M,dealanan-dè dhorch-uaine,12
828,dealan-dè nam boglaichean,marsh fritillary butterfly,,,Plural of dealan-dè can be dealanan-dè or dealain-dè.,,Euphydryas aurinia,M,dealanan-dè nam boglaichean,12
830,fàinneag a' mhonaidh,mountain ringlet butterfly,,,,,Erebia epiphron,F,fàinneagan a' mhonaidh,
831,argas Albannach,Scotch Argus butterfly,,,,,Erebia aethiops,M,argasan Albannach,12
834,fàinneag,ringlet butterfly,,,,,Aphantopus hyperantus,F,fàinneagan,
835,dealbhan beag an fhraoich,small heath butterfly,,,,,Coenonympha pamphilus,M,dealbhanan beaga an fhraoich,
836,dealbhan mòr an fhraoich,large heath butterfly,,butterfly,,,Coenonympha tullia,M,dealbhanan mòra an fhraoich,
838,Seirbheisean Àrainneachd agus Dùthchail na h-Alba,Scottish Environmental and Rural Services (SEARS),,,,SEARS.mp3,,F,,2
839,donn,brown,,,,,,,,
840,liath,light blue / light grey,,,,,,,,
841,dubh,black,,,,,,,,
842,ruadh,red-brown,,,,,,,,
843,uaine,green,,,,,,,,
844,geal,white (colour),,,'Bàn' is also used to describe something that is white or fair.,,,,,
845,dearg,red,,,,,,,,
846,purpaidh,purple,,,,,,,,
847,gorm,blue,,,Used in some places for navy blue; can also mean green in relation to vegetation in place names.,,,,,
849,feamainn,seaweed,,,,,,F,,
850,cnò-daraich,acorn,,,Name means 'oak nut'.,,Quercus spp.,F,cnòthan-daraich,3
859,mòinteach liath,sphagnum (moss),,,Traditionally used as a disposable nappy and for bandages. ,,Sphagnum spp.,F,'mòintich liath,
860,cuisle-aibheach,liverwort,"duilleagag a' chruithneachd <em>f</em>, lus an àirneig <em>m</em>",,,,Marchantiophyta (Division) spp. ,F,,6
862,crotal geal,crabs eye lichen,,,,,Ochrolechia parella,M,crotail gheal,6
863,corcar,cudbear lichen,,,Traditionally used in creating claret dye.,,Ochrolechia tartarea,M,corcaran,
864,crotal dubh,dark crottle / heather-rags,,,,,Hypogymnia physodes,M,crotail dhubh,6
865,crotal còinnich,cup lichen,,,,,Cladonia spp.,M,crotail chòinnich,6
866,lus-ghionaich,dog lichen,,,,,Peltigera spp.,M,lusan-gionaich,8
867,glasag,sea lettuce,,,,,Ulva lactuca,F,glasagan,
868,stamh,tangle (oarweed) (seaweed),pràblach <em>m</em>,,,,Laminaria digitata,M,staimh,7
869,cairgean,carrageen (irish moss),,,"The English name carrageen is from the Gaelic. Can be used to make a milk jelly which other flavourings can be added such as vanilla, lemon or vinegar.",,Chondrus crispus,M,,
870,duileasg,dulse,,,Can be eaten raw and used in cooking.,,Palmaria palmata,M,duileasgan,
871,eala,swan,,,,,,F,ealachan  ,4
872,eala bhàn,mute swan,,,The name means 'fair swan'.,eala bhan.mp3,Cygnus olor,F,ealachan bàna,4
874,faoileag,seagull,,,,,Larus spp.,F,faoileagan,4
875,faoileag bheag,little gull,,,,,Larus minutus,F,faoileagan beaga,4
876,snàthag,meadow pipit,riabhag-mhonaidh <em>f</em>,,,,Anthus pratensis,F,"snàthagan, riabhagan-monaidh",4
877,breacan buidhe,yellow wagtail,,,,,Motacilla flava,M,breacain bhuidhe,4
878,breac,trout,,,,,Salmo trutta,M,bric,7
879,trosg,cod,bodach ruadh <em>m</em>,,,,Gadus morhua,M,"truisg, bodaich ruadha",7
881,cuidhteag,whiting,,,,,Merlangius merlangus,F,cuidhteagan,7
882,liùgh,pollack (lythe),fliùgh <em>f</em>,,,,Pollachius pollachius,F,"liùghachan, fliùghaichean",
884,rionnach,mackerel,,,,,Scomber scombrus,M,rionnaich,7
885,dearc-luachrach mhòr,great crested newt,,,,,Triturus cristatus,F,dearcan-luachrach mòra,11
886,cearban,basking shark,,,,,Cetorhinus maximus,M,cearbain,9
887,muc bhiorach,bottlenose dolphin,buthag <em>f</em>,,,"muc-bhiorach.mp3, buthag.mp3",Tursiops truncatus,F,"mucan biorach, buthagan",9
888,casragainn,bindweed,iadh-lus <em>m</em>,,Also known as 'iadh-lus',,Calystegia spp.,F,"casragainnean, iadh-lus",
889,gob,bill (bird beak),smut <em>m</em>,,,,,M,"guib / goban, smutan",4
892,luibh-eòlas,botany,,,,,,M,,
895,lus,plant,,,,,,M,lusan,8
898,dàir,rut (deer),,,,,,F,,
900,fiadhaich,wild,allaidh,,,,,,,
902,uisge,water,bùrn <em>m</em>,,'Bùrn' is used in Lewis and some other places.,,,M,,
903,sgait,skate,"sgarrag, sgaiteag",,,,Dipturus batis,F,sgaitean,7
904,pobhlar,poplar,poibleag <em>f</em>,,,,Populus spp.,M,pobhlaran,3
905,conan mara,sea urchin,"cnagan-traghad <em>m</em>, cnagan faoileig <em>m</em>",,"'Crogan-tràghad' means 'beach-jar',",,Echinoidea (Class) spp.,M,"conain-mhara, cnaganan-traghad, cnaganan faoileig",
906,slige,seashell,,,,,,F,sligean,7
908,maorach,shellfish,,,,,,M,maoraich,
910,beachlann,beehive,"sgeap <em>f</em>, sgiop <em>f</em>",,,,,F,"beachlannan, sgeapan, sgiopan",
911,sgiath,wing (of a bird or insect),,,,,,,,4
914,seillean-meala,honeybee,,,,,Apis mellifera,M,seilleanan-meala,12
917,basgaid poilein,pollen basket (of a bee),,,,,,F,basgaidean poilein,
918,lus-ola,oil seed rape,"lus na h-ola <em>m</em>, reip",,,,Brassica napus subsp. oleifera,M,lusan-ola,8
920,eag-siostam,ecosystem,eaco-siostam <em>m</em>,,,,,M,"eag-siostaman, eaco-siostaman",
923,searbhachadh a' chuain,ocean acidification,,,,,,M,,5
925,leabaidh-shneachda,snowbed,,,An area of late lying snow on mountains.,,,F,leabannan-sneachda,
927,corail,coral,gròm <em>m</em>,,,,Anthozoa,M,"corailean, gròman",
928,costag fhiadhain,cow parsley,,,Names means 'wild little aromatic one'.,,Anthriscus sylvestris,F,costagan fiadhain,
930,seilcheag eadar-thràghaidh,intertidal snail,,,,,Gastropoda (Class) spp.,F,seilcheagan eadar-thràghaidh,12
931,gnè neo-dhùthchasach ionnsaigheach,invasive non-native species,,,,,,F,gnèithean neo-dhùthchasach ionnsaigheach,
932,costa,coast,"oirthir <em>f</em>, cladach <em>m</em>",,,cladach.mp3,,M,"costachan, oirthirean, cladaichean",
933,bith-chonnadh,biofuel,,,,,,M,bith-chonnaidhean,
934,stuagh,wave,tonn <em>m</em>,,,,,F,"stuaghan, tuinn/tonnan",5
936,dùn-gainmhich,sand dune,docan gàinmhiche,,,,,M,dùin-ghainmhich,5
937,mòthan,common butterwort,,,This plant traps and digests insects through it's leaves. Gaelic name means 'bog violet'.,,Pinguicula vulgaris,M,mòthain,8
1012,giomach ,lobster,,,,,Homarus gammarus,M,giomaich,
1014,seillean-mòr an earbaill bhàin,white tailed bumblebee,,,,,Bombus lucorum,M,seilleanan-mòra an earbaill bhàin,12
1015,seillean-mòr earball-bàn a' Chinn a Tuath,northern white-tailed bumblebee,,,,,Bombus magnus,M,seilleanan-mòra earball-bàn a' Chinn a Tuath,12
1016,seillean-mòr a' chrios bhriste,broken belted bumblebee,,,,,Bombus soroeensis,M,seilleanan-mòra a' chrios bhriste,12
1017,seillean-mòr an earbaill bhuidhe-bhàn,buff-tailed bumblebee,,,,,Bombus terrestris,M,seilleanan-mòra an earbaill bhuidhe-bhàn,12
1018,seillean-mòr gàrraidh,garden bumblebee,,,,,Bombus hortorum,M,seilleanan-mòra gàrraidh,12
1021,giomach Spàinnteach  ,crayfish,giomach creige,,,,Palinurus elephas ,M,"giomaich Spàinnteach, giomaich creige",12
1024,a' briodadh,mating / breeding,"a' briodachadh, a' dair",,,,,,,
1026,a' dol à bith,facing extinction ,,,extinct = à bith,,,,,
1028,a' gintinn,breeding,"a' briodadh, a' briodachadh",,,,,,,
1029,a' bagairt,threatening,,,,a bagairt.mp3,,,,
1030,a' soirbheachadh,thriving ,,,normally used as a' soirbheachadh le ,a soirbheachadh.mp3,,,,
1031,a' tàladh,attracting,a' tarraing,,,a taladh.mp3,,,,
1032,abhainn,river,"sruth <em>m</em>, allt <em>m</em>",,,,,F,"aibhnichean, sruthan, uillt",5
