,Oran,,,,O| gur mis’ tha fo airsneal,Instructive | Humorous,Fox Hunting | Missed Meeting,Eight line verse,Scotland,Male ,Donnachadh,Mac-Griogair,Donnachadh Brocair,19th Century,Braighe Raineach,,,Publication,,,,,,Vol. 2. No. 35,Mac-Talla,March 24 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Rugadh Donnachadh Mac-Griogair am Braighe Raineach. Bha e na bhrocair. Bha e a comhnuidh am Braigh’-Fasaidh. Bha e posda ri Sine| nighean Ailain Stuibhart am Bun Raineach. Chunnig mi a bhean aige| ach cha n-fhaca mi e féin. Bha Uilleam na ghille aige ag ionnsachadh na brocaireachd. Bha Uilleam ri tachirt air oidhche shonnrichte| ach rnnaig am Brocair an t-aite oidhche roimh ’n am. Is ann an sin a thoisich e air an oran. Rinn e iomadh oran. Bhiodh a phiuthar ri orain cuideachd. Rugadh mise sa bhliadhna 1800. Thanig mi do ’n duthaich so sa bhliadhna 1834. - IAIN DOMHNULLACH A GLEAM-A-COMHANN.,,,
,Gur h-I Bean Mo Ghaoil an Spainteach,Oran Eadar Sealgair agus a Ghunna,,,Gur h-i bean mo ghaoil an Spainteach,Praise,Gun | Hunting,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 36,Mac-Talla,March 31 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Cha n-fheil fios aginn co a rinn au t-oran so| ach tha e cinnteach gur h-e tine theireadh am fear a rinn e| agus nach h-e teine. Tha e cinnteach cuideachd gun doireadh e an aon fhuaim do dh-i ann a fior agus a bheireadh e do dh-i anns a cheud sioladh de ’n fhacal firinn. Faodidh e a bhith gur h-e Sgiathanach a bh’ ann| ach ’s e ’s dòcha gur h-e Earraghaidhealach a bh’ ann. Ach go b’ e cia as a bha e b’ aithne dha fiadh a mharbhadh agus fheannadh| agus oran a dheanamh cuideachd.,,,
,Salm na Beatha,A Psalm of Life,,,Na can rium am briathraibh dubhach,Religious,Inspirational | Living a Full Life,Four line verse,Scotland,Unknown,,Longfellow,,,,,,Publication,,,,,,Vol. 2. No. 35,Mac-Talla,March 31 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Eadar-theangaichte le A. C.,Translated from English,,
,Cumha,Do Mhartuinn Martuinn,,,Nam b’fhearr facil no dain mi,Lament | Elegy,Martin Martin| Martuinn Mor a Bhealaich,Eight line verse,Scotland,Male ,Niall,Mac-an-Aba,,,,,,Publication,,,,,,Vol. 2. No. 37,Mac-Talla,April 7 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,An Gobhainn,The Blacksmith,,,Tha cheardach bheag fo sgail na craoibh,Praise,Blacksmith,Six line verse,Scotland,Male ,,Longfellow,,,,,,Publication,,,,,,Vol. 2. No. 38,Mac-Talla,April 14 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Translated from English by  MAC-MHARCUIS,,,
,Oran na Misge,,,,A chuideachd mo ghaoil| nach pill sibh o’n òl,Complaint | Instructive,Anti-Drinking | Sobriety | Stuama,Four line verse / Four line chorus,Scotland,Male ,Iain,Moirestan,Iain Gobha na h-Earradh,b. 1790,Ròghadal,Harris,,Publication,,,,,,Vol. 2. No. 38,Mac-Talla,April 14 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,http://www.bbc.co.uk/alba/oran/people/iain_moireasdan_gobha_na_hearadh/,,,
,Oran na Misge (Continued),,,,A chuideachd mo ghaoil| nach pill sibh o’n òl,Complaint | Instructive,Anti-Drinking | Sobriety | Stuama,Four line verse / Four line chorus,Scotland,Male ,Iain,Moirestan,Iain Gobha na h-Earradh,b. 1790,Ròghadal,Harris,,Publication,,,,,,Vol. 2. No. 39,Mac-Talla,April 21 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,http://www.bbc.co.uk/alba/oran/people/iain_moireasdan_gobha_na_hearadh/,,,
,Oran Luaidh no Fucaidh,,,Hò rò gu’n togainn air hugan fathasd,Togamaid fonn air luadh a’ chlòlain,Work | Milling,Milling | Fulling,Two line verse / Three line chorus,Scotland,Male ,[ Duncan ],[ MacIntyre ],Donnachadh Ban Mac an t-Saoir,b. 1724,Druim Laighart,Glen Orchy,,Publication,,,,,,Vol. 2. No. 40,Mac-Talla,April 28 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Gaol a chruidh| gràdh a chruidh,,,,Gaol a chruidh| gràdh a chruidh|,Work || Homeland,Cows | Marriage,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 41,Mac-Talla,May 5 1894,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Tha mi sgith| 's mi leam fhin,,,,Tha mi sgith| 's mi leam fhin,Work,Cutting Bracken,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 41,Mac-Talla,May 5 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Cumha,Do ’n Onarach Gilleasbuig Mac Eallair,,,Soraidh leat! a ghaisgich aosda a bu charaide ’n t’ sluagh sin,Elegy | Lament,Gilleasbuig Mac Eallair,Four line verse,Ontario,Male ,Uilleam,Murray,,,,,,Publication,,,,,,Vol. 2. No. 41,Mac-Talla,May 5 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Do ’n Onarach Gilleasbuig Mac Eallair| a chaochil ann am Baile-mor Hamilton| Ontario| air an aon-la-deug do dhara miosa na bliadhna 1894,,,
,Mearlach nam Bord,,,,Tha duine ’san aite s’,Complaint | Humorous,Theft | Sawing | Big Pond,Eight line verse,Nova Scotia,Unknown,,,,,Big Pond,Richmond,,Publication,,,,,,Vol. 2. No. 42,Mac-Talla,May 12 1894,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Tharruing Uilleam Mac Isaic anns a Phòn Mhòr| fiodh as a choille o chionn ghorid gus bùird a dheanamh dheth| agus o nach robh muillean gle fhaisg air laimh chaidh e féin a dh’ obair le sabh-mor agus rinn e bùird dhiubh e fein. An deigh gach dragh us saothair a fhuair e ’nan ceann| thainig fear fad-lamhach air choir eigin air feadh na h-oidhche agus sguab e leis a h-uile gin dhiu. ’S e so a dh’ aobharaich an t-oran.,,,
,Comhradh eadar Peigi agus an Clamhan,,Mor a Chalum,,Feasgar dhomh ’s mi deanamh tì,Humorous | Conversation,Hawk | Conversation | Nature,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 42,Mac-Talla,May 12 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Oran,,,,Dh’ fhag thu sinn a fhleasgich thaitnich,Lament | Elegy | Political,Alasdair | Spanish War | Baillidh,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 43,Mac-Talla,May 19 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Daolag a Bhuntata,,Failte Dhuit is Slainte Dhuit,Failte Dhuit is Slainte Dhuit,Thog mo nabuidh daolag neonach,Satire | Humorous,Potato Beetle | Puinsean Ghuineach Fhrangach | Guirmean,Four line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 44,Mac-Talla,May 26 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Marbhrann le bean Neill ’Ic Coinnich| air bas a peathar| bean Ruairidh ’Ic Leòid,,,,Ach a Mharsailidh| a luaidh,Lament | Elegy,Death of Sister | Beab Ruairidh 'Ic Leòid,Four line verse,Scotland,Unknown,,,Bean Neill ' ic Connich,,,,,Publication,,,,,,Vol. 2. No. 45,Mac-Talla,June 2 1894,3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Blar Magh Leuna,,,,Mar stoirm fhaoghair ’ruith bho dha bheinn,Ballad, Fianna | Battle | Suaran | Righ Lochlain | Cuchullin,Four line verse,Scotland,Male ,,,Oisein,,,,,Publication,,,,,,Vol. 2. No. 45,Mac-Talla,June 2 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Published in An Gaidheal| 1871 Book 1| No. 2,,,
,Dhia| Gleidh an Crun,God Save the Queen,,,Dhia| glèidh an sluagh le d’ ghras,Praise | Political,Queen,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 46,Mac-Talla,June 9 1894,1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Translated from English by  DR. N. MacNeillL | London,,,
,Oran Dhomhnuill Mhoir,,,,Mo sheachd mallachd aig Ruairidh,Praise,Domhnull Mòr | Peadal Mac Iain ’Ic Pheadail | Ruairidh Anndra,Eight line verse,Nova Scotia,Male ,Ailein [ Ailean ]	[ Dòmhnallach ]	Ailein an Ridge | [ Ailein 'ic Alasdair 'ic Aonghais ]	,Dòmhnallach,Ailean an Rids /  Ailein 'ic Alasdair 'ic Aonghais,,Mabou | Lower South River,Inverness | Antigonish,,Publication,,,,,,Vol. 2. No. 46,Mac-Talla,June 9 1894,7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Cha robh Domhnull mòr no dhuine briagha ann am pearsa no ’n aghaidh| agus bha ’mhac coltach ris fhéin. Air latha araidh ghabh Peadal Mac Iain ’Ic Pheadail air fhéin s air a mhac agus goirid an déigh sin| chuir Ruairidh Andra maoa ga ghlacadh air son ainbhfhiach| ach chaidh e ’m falach s cha d’ fhuair am maor greim air.,,,
,Oran Dhomhnuill Mhoir (Continued),,,,Mo sheachd mallachd aig Ruairidh,Satire,Domhnull Mòr | Peadal Mac Iain ’Ic Pheadail | Ruairidh Anndra,Eight line verse,Nova Scotia,Male ,Ailein [ Ailean ]	[ Dòmhnallach ]	Ailein an Ridge | [ Ailein 'ic Alasdair 'ic Aonghais ]	,Dòmhnallach,Ailean an Rids /  Ailein 'ic Alasdair 'ic Aonghais,,Mabou | Lower South River,Inverness | Antigonish,,Publication,,,,,,Vol. 2. No. 46,Mac-Talla,June 9 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Cha robh Domhnull mòr no dhuine briagha ann am pearsa no ’n aghaidh| agus bha ’mhac coltach ris fhéin. Air latha araidh ghabh Peadal Mac Iain ’Ic Pheadail air fhéin s air a mhac agus goirid an déigh sin| chuir Ruairidh Andra maoa ga ghlacadh air son ainbhfhiach| ach chaidh e ’m falach s cha d’ fhuair am maor greim air.,,,
,Cead Deireannach nam Beann,,,,Bha mi ’n dè ’m Beinn-dòrain,Homeland | Praise,Beinn Dòrain,Eight line verse,Scotland,Male ,Donachadh,Mac an t-Saoir,Donnachadh Ban Mac an t-Saoir,,Beinn Dorain,,,Publication,,,,,,Vol. 2. No. 46,Mac-Talla,June 9 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Failte Na Cuthaige,,,,Failt ort| eil-thirich ghalis nam bruach,Praise | Nature,Cuckoo,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 47,Mac-Talla,June 16 1894,1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Cead Deireannach Mhargaree,,,,Gur moch rinn mi dusgadh,Homeland | Praise,Margaree,Eight line verse,Nova Scotia,Male ,,,Tearlach mac Ailein Bhain,,Margaree,Inverness,,Publication,,,,,,Vol. 2. No. 47,Mac-Talla,June 16 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Oran Gaoil a Ghlaisein,,,,Air craoibh ri taobh aimhne bha glaisein beag binn,Praise | Nature,Sparrow,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 2. No. 47,Mac-Talla,June 16 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Submitted by D.,,,
,Ag Amharc Air Ais,,,,Air tulaich ghuirm ri taobh na traigh,Lament,Nostalgia | Language,Four line verse,Scotland,Unknown,N.,Mac Leoid,,,,,,Publication,,,,,,Vol. 2. No. 48,Mac-Talla,June 23 1894,1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Cumha Coire an Easain,,,,Mi ’n diugh a’ fagail na tire,Dialogue | Nature,Man | Waterfall,Four line verse,Scotland,Male ,Iain,MacAoidh,Iain Dall Mac Aoidh [ Am Pìobaire Dall ],1656 - 1754,,,,Publication,,,,,,Vol. 2. No. 48,Mac-Talla,June 23 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,,,,
,Cumha Do dh’ Aoghnas Gillios,,,,Di-dòmhnaich| thainig sgeul ugainn,Lament | Elegy,Angus Gillis | merchant Port Hood,Eight line verse,Nova Scotia,Male ,[ Calum ], [ Mac'Ill'Iosa ],[ Calum Eòghain 'ic Aonghais 'ic Caluim 'ic Dhòmhnaill 'ic Dhonnchaidh ],1856 - 1929,Southwest Margaree,Inverness,,Publication,,,,,,Vol. 2. No. 49,Mac-Talla,June 30 1894,9,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-2/,Aoghnas Gillios|’ Marsanta| a dh’eug am Port Hood| Ceap Breatuinn sa bhliadhna| 1885,Submitted by C. Mc I. | Bràigh Mhargaree,,
,An Domhnullach Urramach,,,An Domhnullach urramach,Gur h-e mo ghaol-s’ an t-uasal,Praise | Political,Mac Fir an Ath-Leathainn Captain | Army,Four line verse / Four line chorus,Scotland,Female,[ Flora ],[ MacDonald],Flori Dhomhnullach an Tota Raonuill,,Skye,,,Publication,,,,,,Vol. 3. No. 1,Mac-Talla,July 7 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Rinneadh an t-oran so le Flori Dhomhnullach an Tota Raonuill ’san Eilein Sgiathanach do mhac Fir an Ath-Leathainn. Bha e na chaiptin’ ann san arm. Cha do phos e Flori. Chaidh i car air airmhreit na h-inntinn,,,
,Failte Mhic-Coinnich,The Earl of Seaforth's Salute,,,Slan gu’n till fear ’chinn duibh|,Praise | Pibroch,,Four line verse,Scotland,Male ,,,Fionnladh Dubh MacRath,,,,,Publication,,,,,,Vol. 3. No. 1,Mac-Talla,July 7 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,https://www.pipesdrums.com/wp-content/docengines/C6F62E298B4A44288AA202B1FA0952D6.pdf,,,
,Oran do Mhac-Leoid Dhunbheagain,,,,Gur h-i ’n t-saighead tha ’m chre,Complaint | Political | Dialogue,Absentee chief | Ruairidh MacLeod | Echo,Eight line verse,Scotland,Male ,[ Ruairidh ], [ Mac Muirich ],An Clarsair Dall,,,,,Publication,,,,,,Vol. 3. No. 2,Mac-Talla,July 14 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran do Mhac-Leoid Dhunbheagain (Continued),,,,Gur h-i ’n t-saighead tha ’m chre,Complaint | Political | Dialogue,Absentee chief | Ruairidh MacLeod | Echo,Eight line verse,Scotland,Male ,[ Roderick ], [ Morrison ],An Clarsair Dall,,,,,Publication,,,,,,Vol. 3. No. 3,Mac-Talla,July 21 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Hoirinn Ho| Cha Bhi Sinn Tursach,,,Hoirinn ho| cha bhi sinn tursach,Mile marbhaisg ’air an t-saoghal,Conversation | Complaint | Lament | Instructive,Days of old | youth | changes in society,Four line verse / Four line chorus,Scotland,Male ,[ Alexander ],[ Campbell ]," [ Alastair Buidhe Mac Iamhair ]",,Gairloch,,,Publication,,,,,,Vol. 3. No. 3,Mac-Talla,July 21 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Mo Chailin Dìleas Donn,,,,O! gu ma slan a chi mi,Love,,Eight line verse,Scotland,Male ,Domhnull,"Caimeal [Caimbeul]",,,,,,Publication,,,,,,Vol. 3. No. 4,Mac-Talla,July 28 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran do Mhuilean Lin ,,,A o ril o u air cuibhle an fhortain,Chuala mi bha ’g innse mu chuibhle an fhortain,Local events and characters | Praise,Flax mill in Pitlochry | Phara Scot,Four line verse / Four line chorus,Scotland,Male ,[ Robert ], [ Stewart ],,,,,,Publication,,,,,,Vol. 3. No. 4,Mac-Talla,July 28 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Marbhrann do Thomas Friseil,,MacGriogair a' Ruaradh,,Lion mulad ro mhor ni,Elegy | Lament | Political,,Four line verse,Nova Scotia,Male ,Seumas,Mac-Griogair,[ Rev. James MacGregor ],,,,,Publication,,,,,,Vol. 3. No. 5,Mac-Talla,August 4 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Gur Trom Trom a Tha Mi,,,Gur trom trom a tha mi,Do bhanaraich na bathaigh,Love,Milk maid,Four line verse / Four line chorus,Scotland,Male ,[ Eoghann ], [Dòmhnallach ],Eoghan Og an Strath-Nin,,,,,Publication,,,,,,Vol. 3. No. 5,Mac-Talla,August 4 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,see The Gaelic Bards from 1825 to 1875| by the Rev. A MacLean Sinclair| Mac-Talla Pub. Co. Sydney C.B. 1904,,,
,Ho mo Mhairi Laghach,,,Ho mo Mhairi laghach,Dh’ fhalbh mi a mo dhuthaich,Love,,Four line verse / Four line chorus,Nova Scotia,Male ,[ Alexander ],[ Dòmhnallach ], [Alasdair Ailein Mhor ]| [ Bard na Ceapaich ],1820 - 1904,Keppoch,Antigonish,,Publication,,,,,,Vol. 3. No. 6,Mac-Talla,"August 11 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,An Cagaran,Seana Cronan Abrach,,,Cagaran| cagaran| cagaran gaolach,Lullaby,,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 6,Mac-Talla,"August 11 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran,,,,Tha ’n oidhche ’n nochd gle fhuar,Dialogue,Conversation with a gun,Eight line verse,Scotland,Unknown,Aonghas,Mac-Gillesheathanich,,,,,,Publication,,,,,,Vol. 3. No. 7,Mac-Talla,"August 18 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Tha cuid ag radh gun do rinneadh an t-oran so le Aonghas Mac-Gillesheathanich san Eilain Sgithanach. Tha cuid eile ag radh gun do rinneadh e le Granndach a mhuinntir Ghlinne Moireastainn. Cuireadh na Seathich ’s na Granndich a chuis ceart. Cha ruigdream seach dream dhiu a leas naira bhi orra as an oran.,See Transactions of the Gaelic Society of Inverness Volume 8 where song appears with a chorus Hiliù| hillin o| agus o hillin éile,,
,Gearan Bean an Amadain air a Fear,,,Ho gun sguir mi de thumadh an stopain!,Latha dhomh’ i ’bhi anmoch,Dialogue | Humorous,Conversation between husband and wife,Four line verse / Four line chorus,Nova Scotia,Male ,John,MacGillivray,Iain am Piobaire MacGillebhràth |  [ John the Piper ],,,Antigonish,,Publication,,,,,,Vol. 3. No. 8,Mac-Talla,August 25 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Clarsach na Coille| A MacLean Sinclair|  p. 316 for biography of poet,,,
,Fear an Leadain Tlaith,,,,Fhir an leadain Tlaith,Love,,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 8,Mac-Talla,August 25 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran,,,,Gur moch rinn mi dusgadh,Nature | Praise,,Eight line verse,Scotland,Male ,Iain,Mac-Lachuinn,"An Lighiche Mac-Lachuinn | An Dotair Mac-Lachuinn | An Dotair Rathuaidhe",1804 - 1874,"Rathuidhe ’sa Mhorairne",,,Publication,,,,,,Vol. 3. No. 9,Mac-Talla,"September 1 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Rugadh Iain Mac Lachuinn an Rathuidhe ’sa Mhorairne ’s a bhliadhna 1804. Dh’ ionnsich e ’n dotaireachd ann an Glaschu. N uair a fhuair e troimh ionnsachdh thanig e air ais do ’n Mhorairne. Theirteadh am bitheantas Dotair Rathuaidhe ris. Bha e ’na dhuine cumadail| dealbhach| blath-chridheach| na lighiche math| agus na dheagh bhard. Tha e air a radh gun robh e trom air an t-suiridh. Co dhiu a bha no nach robh| cha do phos e riamh. Chaochail e sa bhliadhna 1874. Chuireadh a mach a chuid oran ann an leabhar beag ’sa bhliadhna 1880. So beagan rannan de dh’ fhear diu.,With accompanying letter from A. MacLean Sinclair,,
,Marbhrann do Dhonnachadh Camaron,,Mile marbhaisg ort| a shaoghail,,Air la ceutach| ciuin ’sa chéitein,Lament | Elegy,Duncan Cameron | Dannachadh Shim,Eight line verse,Nova Scotia,Male ,[A. MacLean ],[ Sinclair ],,1840 - 1924,Antigonish,Antigonish,Mid 1800s,Publication,,,,,,Vol. 3. No. 10,Mac-Talla,"September 8 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Published in Filidh na Coille| ed. A. MacLean Sinclair| Charlottetown| 1901,Do Dhonnachadh Camaron an Antigonish (Dannachadh Shim) a chaochail air sn darna la deug de ’n Cheitein ’sa bhliadhna 1861,,
,Oran Gaoil,,,,Thoir soraidh bhuam a null air chuairt,Love,,Eight line verse,Unknown,Male ,,,,,,,,Publication,,,,,,Vol. 3. No. 10,Mac-Talla,"September 8 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Iorram do Iain Garbh| Triath Chola,,,,’Righ! nach eireadh i tuath,Lament | Elegy | Praise,"Iain Garbh | Laird of Coll",Three line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 11,Mac-Talla,"September 15 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,see Transactions of the Gaelic Society of Inverness| Vol 20| p. 10,Rinneadh an t-oran so do dh-Iain Garbh| an 9 mh Mac-Gilleain a bha air Cola. Bha e dol do ’n Ard-thaigh-foghluim an Duneideann. Chaidh urchir a losgadh air tional graisge a bha air an t-straid gu sgapadh a chur annta. Ged nach rooh Iain Garbh nam measg chaidh a mharbhadh le spealg de ’n t-slige chaidh a thilgeadh. Cha robh e ach ochd bliadhna deug dh’ aois. ’Se nighean do dh’ Iain Dubh Muideartach a bu mhathair da. Ged tha ’n t-oran sean cha deach a chlo-bhualadh riamh gus a so,,
,Thug mi ’n Oidhche ’n raoir ’san airidh,,,Thug mi ’n Oidhche ’n raoir ’san airidh,Mìle marbhphaisg air an t-suiridhe,Humorous,Night Visiting,Four line verse / Four line chorus,Nova Scotia,Male ,John,MacGillivray,"Iain am Piobaire MacGillebhrath | [ John the Piper ]",,Antigonish,Antigonish,,Publication,,,,,,Vol. 3. No. 11,Mac-Talla,"September 15 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Sar-obair Nam Baird| p. 438,,,
,Oran Gaoil,,,,Gur h-i culaidh mo shugraidh,Love,,Eight line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 12,Mac-Talla,"September 22 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran Gaoil,,,,As mo chadal cha bheag m’ airtneal,Love,,Eight line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 12,Mac-Talla,"September 22 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,A Ghruagach Dhonn nam Meall-shuilean,,,,A ghruagach dhonn nam meall-shuilean,Love | Dialogue,,Four line verse,Scotland,Unknown,[ Eoghann ],[ Dòmhnallach ],Eoghan Og Strath-Nin,,,,,Publication,,,,,,Vol. 3. No. 13,Mac-Talla,"September 29 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Bu mhac Eoghan Og do dh-Eoghan Domhnallach ann an Strath-Nin| faisg air caisteal na Moighe. Ghabh e gaol air nighinn breabadair a bha ’na ban-seirbheiseach an taigh athar. Bha a chuideach an aghaidh dha a posadh. Thug e an t-arm air agus dh’eirich e gu bhi ’n a chaiptein. Thill e dhachaidh an ceann sheachd bliadhna| agus phos e an nighean. Bha da mhac aca| Gileabart agus Aonghas. Tha co dhiu tri fichead bliadhna bho na chaochail e.,,,
,Moladh Na Gaidhlig,,Fal| Fal| Fal De Ra Ro,Fal| Fal| Fal De Ra Ro,So dhut dollar| fhir mo chridhe,Praise ,"Mac-Talla
| Gaelic",Eight line verse,Nova Scotia,Male ,Domhnull ,,,,,,,Publication,,,,,,Vol. 3. No. 13,Mac-Talla,"September 29 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,So mar tha Domhnull a’cur thugainn a Dhollair agus a Moladh na Gaelig,,,
